candidate_id,ra_deg,dec_deg,f444w_flux_njy,f444w_fluxerr_njy,f444w_mag_ab,f444w_magerr,flux_ratio
22618,150.280235166175,1.79360099256028,988.305655060676,4.81714637131851,23.912771799014,0.00529203712654933,169.365755657584
66425,150.208516935387,1.84396638701966,138.633523312088,2.7594789586417,26.0453293480291,0.0216114121612625,34.4442265470124
76569,150.24599898078,1.85274879069061,738.080587958735,4.73919722801105,24.2297405419362,0.00697148535794934,130.8559984756
103869,150.30780338645,1.87428171161735,223.536576159852,5.55583368021344,25.526628513268,0.0269851577663455,30.2658522431905
148858,149.883937847368,1.90445582398867,161.31817042073,3.0715710949575,25.8807917803959,0.0206729095339118,33.0566509227207
149438,150.355663665834,1.9043546546897,211.294548502764,5.39393732493643,25.5877792695049,0.027716725686385,33.9688862923652
195921,150.342592477884,1.93105794871385,268.33789596967,4.41688306807173,25.3282949745974,0.0178713850381039,40.297681665775
199019,150.344876735228,1.93269025846942,185.715655790694,5.13811752063282,25.7278787094589,0.030038610329871,31.115282439682
204375,149.771209714765,1.93527014499884,7925.94234584973,5.34150618692589,21.6523727277368,0.000731706893896568,1325.83747393624
204376,149.771211357623,1.93537583034205,2522.37310620121,5.21720018245069,22.8954766818185,0.00224570390146935,383.991585556273
213953,150.026819652774,1.94000041364651,14588.8865946588,5.36642485914403,20.9899446291161,0.000399380838412978,2216.14520567901
278413,150.081710217363,1.97038650103515,279.654004894606,4.91924450717063,25.2834473920178,0.0190986067355109,44.3455017590631
279128,150.081440855024,1.97070522881952,397.457602741713,4.60183207776772,24.9017729780681,0.0125708394067294,68.2699590384759
330904,150.397512077673,1.99368672051341,344.545888051652,4.64499691695941,25.0568823219057,0.0146373574569453,61.4048140997526
373110,149.950606440986,2.01179813272945,225.464326581793,5.05507190025057,25.5173054082373,0.0243429843779141,37.1672730714465
419037,150.052355829799,2.03159325149311,1891.17476358919,4.84853334370093,23.2081708402943,0.00278357573958014,299.371748088827
419038,150.052403972819,2.03168144283005,4215.94717666056,4.96035725373867,22.3377620980398,0.00127744471959551,655.699362413142
425020,150.330229722672,2.03436610473549,284.88829836038,4.81811606596202,25.2633134720389,0.0183622952632626,44.4146023868273
431587,150.329053792152,2.03725140779188,556.267538944738,4.9717658534333,24.5367907065586,0.00970401076951749,83.6273897157756
483376,150.002083572083,2.059273582098,475.397221858516,4.82755147386568,24.707358401361,0.0110254060699356,73.3093178070607
502704,150.233943692306,2.06766159113277,13932.6069287023,6.30183696064953,21.0399190379381,0.000491087746871316,2178.47610201196
547749,149.868860793208,2.08686535589023,405.103784175116,4.50858923982067,24.8810842498619,0.0120836653748467,71.4790242646218
594351,150.268927134534,2.1076277117365,579.85322649596,4.87501124077175,24.4917048048408,0.00912813098358369,98.6197342493633
787565,150.301426488407,2.18084002006614,15928.3529546256,5.40080494363313,20.8945728234756,0.000368139096292206,2343.57330965185
833379,150.032375252515,2.19514391426512,288.143273914685,4.73867686673243,25.2509787840884,0.0178555375142456,48.6045106072742
835615,150.271491894735,2.19579742195885,398.395669768196,4.51746727723201,24.8992134766123,0.0123113230110024,67.9107655956655
847758,149.896480622904,2.1992325240991,446.130033775786,5.60985455371647,24.7763463469394,0.0136525715178779,93.8118181268809
855379,150.386636800734,2.20126856448975,10771.4398131041,5.78963900517543,21.3193156022257,0.000583582212728091,1576.22294565553
995308,149.777264424858,2.23681818819755,374.800473668639,5.06698742759954,24.9654996723185,0.0146782410527657,56.9062117031484
1009298,149.76882408224,2.24008625989182,27511.7617737904,7.46600147198146,20.3012039943877,0.000294641548933089,3123.81344150762
1030969,149.991595027107,2.24557577367339,227.626180216049,4.4485407002556,25.5069444735583,0.0212187442236358,38.1059661866616
1140578,150.426837946364,2.27168871315818,105.204268043924,2.72822662480978,26.3449166022065,0.0281560289940358,30.1561644503916
1167132,150.387163971703,2.27779218264497,375.60412737926,5.07593336035835,24.9631741101828,0.0146726945221128,55.9661390152477
1186446,150.008787926354,2.28208319922603,402.834383330249,4.54539611339607,24.8871836699403,0.0122509431406582,87.2056773266865
1363899,150.211473734797,2.32115414588305,350.321029280209,4.72807410321118,25.0388344795274,0.0146535343401541,57.1661933054116
1374270,149.815903524498,2.32330268112041,408.418725412246,4.61593920423769,24.8722358858752,0.0122709660482502,69.525901068656
1410073,150.484925294283,2.33078494737648,960.80188370409,4.83773526029078,23.9434153853662,0.00546679228071785,167.801754163149
1479345,150.021514269696,2.34489270807783,25982.1747728446,6.79006782531538,20.363311250525,0.000283741547240044,3120.97577438078
1659041,150.465447160905,2.38383559400873,4315.67852923776,5.33383749516864,22.3123772824113,0.00134188411846881,665.247494093344
1807846,149.997784581403,2.42106814206226,473.308823766048,4.96429933179553,24.7121384975602,0.0113877435727908,73.2816764451474
1889755,149.953785403089,2.44317563614232,866.405299489011,4.45327361429537,24.0556972498794,0.00558062190476699,157.975521112881
2134685,150.072653359296,2.53720970666213,220.295131986912,4.59505323776155,25.5424877491178,0.0226469628177038,38.8617031400014
2248660,149.977423448575,2.63271726610143,289.29194646683,5.12369017859013,25.2466591410243,0.019229625977496,44.836217893353
2255274,150.04772322605,2.64390019504026,373.952563020604,5.44100758728981,24.9679587145858,0.0157974553782072,48.9526379672489
2266239,149.938811541636,2.68597809753265,10405.1219492094,28.7514497167356,21.3568820636048,0.00300010802844212,1412.92624498263
